custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-GEOD-12288,als-ftd-screened,ALS-FTD,,gpt-4.1-mini-2025-04-14,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens | justification: The dataset uses microarray technology (Affymetrix U133A chips) to profile RNA expression in human samples.,"No | evidence: Title and description focus on coronary artery disease (CAD), no mention of ALS or FTD | justification: The dataset pertains to coronary artery disease, not ALS-FTD.","No | evidence: Samples are circulating leukocytes (peripheral blood), no CNS tissue mentioned | justification: The dataset involves peripheral blood leukocytes, not human CNS tissue.","No | evidence: Samples are from patients undergoing coronary angiography, no mention of in vitro cell lines or disease models | justification: The dataset uses clinical patient samples, not in vitro or model systems.",Yes | evidence: Description states 110 patients with CAD and 112 matched controls without CAD; parallel group design | justification: The study has a case/control design comparing CAD patients to controls.,"No | evidence: No brain or CNS tissue sampled | justification: No brain regions involved, so irrelevant brain region criterion does not apply.",No | evidence: Microarray technology (Affymetrix U133A chips) used | justification: Technology is compatible microarray expression profiling.,justification: The dataset does not meet key inclusion criteria: it is not about ALS-FTD and does not involve human CNS tissue relevant to ALS-FTD. It should be excluded.,No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-16191,als-ftd-screened,ALS-FTD,,gpt-4.1-mini-2025-04-14,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; cRNA synthesis, human U133 plus 2.0 GeneChip hybridization. | justification: The dataset uses Affymetrix microarray technology for transcription profiling of human RNA samples.","No | evidence: Disease: Not found; Title and description indicate study on cryptorchidism, not ALS-FTD. | justification: The dataset focuses on gene expression in testicular tissue related to cryptorchidism, with no mention of ALS or FTD.","No | evidence: Organism part: total testicular; Description specifies testicular biopsies. | justification: Samples are from testicular tissue, not CNS or brain tissue.","No | evidence: Samples are from testicular biopsies of cryptorchid boys and controls; no mention of in vitro cell lines or disease models. | justification: The dataset involves clinical tissue samples, not patient-derived cell lines or models.","Unclear | evidence: Sample count: 20; controls of identical age mentioned; no explicit case/control design stated. | justification: While controls are mentioned, the experimental design is not explicitly described as case/control.","Yes | evidence: Samples are from testicular tissue, not brain regions. | justification: Testicular tissue is irrelevant to ALS-FTD neurodegeneration brain regions.",No | evidence: Technology: Array assay; Affymetrix microarray platform used. | justification: Microarray technology is compatible with inclusion criteria.,justification: The dataset is excluded because it does not pertain to ALS-FTD and does not involve CNS tissue relevant to ALS-FTD neurodegeneration.,No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-21298,als-ftd-screened,ALS-FTD,,gpt-4.1-mini-2025-04-14,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses array-based transcription profiling on RNA, consistent with microarray expression profiling in human samples.",No | evidence: Description: profiling of SH-SY5Y cells transfected with SOD1WT or mutant SOD1(G93A); Disease: Not found in sample metadata | justification: The dataset models ALS-related mutation in a cell line but does not directly pertain to ALS-FTD patient samples or clinical disease states.,"No | evidence: Samples are neuroblastoma SH-SY5Y cell line, not human brain or CNS tissue | justification: The dataset involves a human neuroblastoma cell line, not actual human CNS tissue samples.","Yes | evidence: Samples: neuroblastoma SH-SY5Y cell line stably transfected with SOD1 constructs | justification: The dataset uses patient-derived in vitro cell lines (neuroblastoma SH-SY5Y) as a disease model, not clinical tissue samples.","Unclear | evidence: Experimental Designs: Not found; Description: five wt SOD versus five mutant SOD samples | justification: While there are two groups (wt vs mutant), no explicit case/control design is described; unclear if this meets clinical case/control criteria.","No | evidence: Samples are cell lines, not brain regions | justification: Not applicable as no brain tissue is involved.","No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: The technology is microarray-based, compatible with inclusion criteria.","justification: Although the dataset uses human microarray expression profiling and compatible technology, it involves an in vitro neuroblastoma cell line model rather than human CNS tissue from ALS-FTD patients. It does not directly pertain to ALS-FTD clinical samples. Therefore, it does not meet inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-21929,als-ftd-screened,ALS-FTD,,gpt-4.1-mini-2025-04-14,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: The dataset uses microarray technology for transcription profiling on human samples.,"No | evidence: Disease: periodontitis; Disease state: periodontitis | justification: The dataset pertains to periodontitis, not ALS-FTD.","No | evidence: Samples are gingival crevicular fluid and subgingival plaque from periodontal sites, not CNS tissue | justification: The samples are from oral tissues, not brain or CNS regions relevant to ALS-FTD.","No | evidence: Samples are clinical gingival crevicular fluid and plaque from patients | justification: The dataset involves clinical samples, not patient-derived in vitro cell lines or disease models.","Unclear | evidence: Experimental Designs: Not found; Experimental Factors: SAMPLE_NUMBER, SAMPLE_TYPE | justification: No explicit case/control design information is provided.","Yes | evidence: Samples are from gingival crevicular fluid and subgingival plaque, not brain regions | justification: The sampled tissues are not brain regions affected by ALS-FTD neurodegeneration.",No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Microarray technology is compatible with inclusion criteria.,justification: The dataset is excluded because it does not pertain to ALS-FTD and does not involve CNS tissue relevant to ALS-FTD neurodegeneration.,No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-27564,als-ftd-screened,ALS-FTD,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset uses Affymetrix microarrays but involves both mouse and human cells, with primary focus on mouse fibroblasts and human cancer cells. | justification: Although microarray technology is used, the expression profiling is not exclusively human; it includes mouse cells and human cancer cell lines, not human tissue samples.","No | evidence: No mention of ALS or FTD or related neurodegenerative diseases in the description or disease attributes. | justification: The dataset focuses on cancer cells and mouse fibroblasts, unrelated to ALS-FTD pathology.","No | evidence: Samples are from mouse ileum or colon fibroblasts and human colon cancer cells, no CNS tissue involved. | justification: The dataset does not involve human brain or CNS tissue samples.","Yes | evidence: Samples include cultured mouse fibroblasts and human cancer cell lines (T84, Caco2) grown in xenografts. | justification: The dataset involves patient-derived in vitro cell lines and disease models (xenografts), which are non-clinical.",Unclear | evidence: No explicit case/control design described; samples are cell lines and xenografts without clinical grouping. | justification: The study design does not clearly define case/control groups relevant to ALS-FTD.,"Yes | evidence: Samples are from ileum and colon, not brain regions. | justification: The sampled tissues are not brain regions affected by ALS-FTD neurodegeneration.",No | evidence: Technology used is Affymetrix microarray assay for RNA expression profiling. | justification: Microarray technology is compatible with inclusion criteria.,"justification: The dataset does not meet key inclusion criteria: it is not human CNS tissue, not related to ALS-FTD, involves non-clinical cell lines and xenografts, and samples irrelevant tissues. Therefore, it should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-39643,als-ftd-screened,ALS-FTD,,gpt-4.1-mini-2025-04-14,"No | evidence: Technology: Array assay; Study type: transcription profiling by array; but NanoString nCounter miRNA expression assay used, which is not a traditional microarray platform. | justification: Although the study uses an array assay technology, the NanoString nCounter system is a hybridization-based digital counting technology distinct from classical microarray expression profiling, thus not meeting the strict microarray profiling inclusion.","Yes | evidence: Disease state includes Sporadic amyotrophic lateral sclerosis (SALS). | justification: The dataset includes samples from ALS patients, which is part of the ALS-FTD spectrum targeted.","No | evidence: Samples are from peripheral blood sorted CD14+CD16- monocytes, not CNS tissue. | justification: The dataset involves blood-derived monocytes, not human brain or CNS tissue samples.","No | evidence: Samples are patient-derived peripheral blood monocytes, not in vitro cell lines or disease models. | justification: The dataset uses primary human blood cells from patients, not cell lines or animal models.","Yes | evidence: Samples include ALS, multiple sclerosis, and healthy control subjects. | justification: The study design includes case (ALS) and control (healthy) groups.","No | evidence: No brain or CNS tissue sampled; irrelevant to brain region criteria. | justification: Since no brain regions are sampled, this criterion is not applicable.","Yes | evidence: NanoString nCounter miRNA expression assay used, which is not a microarray technology. | justification: NanoString technology is incompatible with classical microarray expression profiling inclusion criteria.","justification: The dataset is excluded because it does not use human CNS tissue but peripheral blood monocytes, and the technology used (NanoString) is not classical microarray expression profiling.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-40807,als-ftd-screened,ALS-FTD,,gpt-4.1-mini-2025-04-14,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses microarray technology for transcription profiling of RNA, consistent with human microarray expression profiling.","No | evidence: Title: MiRNA expression profiling in human medullary thyroid carcinoma; Description: study of microRNA profile in human medullary carcinoma tissue from thyroid | justification: The dataset pertains to thyroid carcinoma, not ALS-FTD.","No | evidence: Organism part: thyroid | justification: Samples are from thyroid tissue, not CNS or brain tissue.","No | evidence: Samples are from human tumor and adjacent normal thyroid tissue from patients | justification: Samples are clinical tissue samples, not patient-derived in vitro cell lines or disease models.","Unclear | evidence: Matched tumor and adjacent normal tissue from patients | justification: There is a comparison between tumor and normal tissue, but this is not a classical case/control design for disease vs healthy controls in ALS-FTD context.",Yes | evidence: Organism part: thyroid | justification: Thyroid is not a brain region and is irrelevant to ALS-FTD neurodegeneration.,No | evidence: Technology: Array assay | justification: Microarray technology is compatible with inclusion criteria.,"justification: The dataset is excluded because it does not pertain to ALS-FTD disease and does not involve CNS tissue relevant to ALS-FTD. It studies thyroid carcinoma tissue, which is outside the scope of the inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-41414,als-ftd-screened,ALS-FTD,,gpt-4.1-mini-2025-04-14,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: The dataset uses microarray technology for transcription profiling on human samples.,No | evidence: Title: Gene expression analysis of ALS skeletal muscle; Disease: Not found in sample characteristics | justification: The dataset focuses on ALS-related muscle atrophy but does not explicitly include FTD or ALS-FTD combined pathology.,"No | evidence: Organism part: deltoid, quadriceps (skeletal muscle) | justification: Samples are from skeletal muscle, not CNS tissue.","No | evidence: Samples are muscle biopsies from human subjects; no mention of in vitro cell lines or disease models | justification: The dataset involves clinical tissue samples, not in vitro or model systems.",Unclear | evidence: Experimental Factors include DISEASE STATUS but no explicit case/control design described | justification: No clear description of case/control groups in the provided metadata.,"Yes | evidence: Samples are from deltoid and quadriceps muscles, not brain regions | justification: Muscle tissue is not a CNS region affected by ALS-FTD neurodegeneration.",No | evidence: Technology: Array assay; Study type: transcription profiling by array | justification: Microarray technology is compatible with inclusion criteria.,"justification: Although the dataset uses human microarray expression profiling and is related to ALS, it does not include CNS tissue or ALS-FTD specifically, and samples are from skeletal muscle, which is not a relevant CNS region. Therefore, it does not meet key inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-44721,als-ftd-screened,ALS-FTD,,gpt-4.1-mini-2025-04-14,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses microarray technology for transcription profiling of human samples.,No | evidence: Description focuses on dendritic cells and monocytes stimulated by vaccines and LPS; no mention of ALS or FTD or related neurodegenerative diseases. | justification: The dataset does not pertain to ALS-FTD but rather to immune response to vaccines.,"No | evidence: Samples are IL4 DCs and monocytes derived in vitro; no CNS tissue mentioned. | justification: The dataset involves immune cells cultured in vitro, not human CNS tissue.","Yes | evidence: Samples are monocyte-derived dendritic cells and monocytes stimulated in vitro with vaccines and LPS. | justification: The dataset involves patient-derived in vitro cell lines, which is an exclusion criterion.",No | evidence: No experimental design indicating case/control groups; samples are stimulated cells with various vaccines and controls (media). | justification: The study design is not a case/control design relevant to disease vs control comparison.,No | evidence: No brain or CNS tissue sampled. | justification: Not applicable as no brain regions are involved.,No | evidence: Technology is microarray expression profiling (Array assay). | justification: Technology is compatible with inclusion criteria.,"justification: The dataset is excluded because it does not pertain to ALS-FTD, does not involve human CNS tissue, involves in vitro stimulated immune cells, and lacks a case/control design.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-4590,als-ftd-screened,ALS-FTD,,gpt-4.1-mini-2025-04-14,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses array technology for transcription profiling of RNA, indicating human microarray expression profiling.",No | evidence: Disease: Not found; Disease state/staging: Not found | justification: No indication that the dataset pertains to ALS-FTD or any related neurodegenerative disease.,"No | evidence: Cells were purified from human bone marrow samples; Organism part: Not found but description specifies bone marrow | justification: Samples are from bone marrow B cells, not CNS tissue.","Yes | evidence: Cells purified by FACS from bone marrow; no clinical or patient disease information provided | justification: Dataset involves isolated cell populations from bone marrow, not patient CNS tissue, indicating non-clinical in vitro cell populations.","No | evidence: Experimental Designs: unknown_experiment_design_type; no case/control groups described | justification: No evidence of case/control study design; samples represent developmental stages of B cells, not disease vs control.","Yes | evidence: Samples are from bone marrow B cells, not brain regions | justification: Brain regions are not involved; dataset samples irrelevant tissue for ALS-FTD.",No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Microarray technology is compatible.,"justification: The dataset does not meet key inclusion criteria: it is not related to ALS-FTD, does not involve human CNS tissue, and lacks a case/control design. It involves non-clinical bone marrow B cell samples, thus should be excluded.",No,No,False,,,,,,,,,
